-0.348941	0.103789
-0.394294	0.0625903
-0.46607	0.104627
-0.313843	0.350041
-0.238751	0.280083
-0.174067	0.274716
-0.10095	0.174534
-0.0776719	0.176027
-0.0280294	0.201017
0.114393	0.284703
0.101698	0.238478
-0.000201288	0.0716333
0.178853	-0.0119551
0.180507	0.0566196
0.188092	0.0814995
0.350644	0.079152
0.447641	0.265788
0.491536	0.362125
0.488232	-0.013291
0.401207	-0.143629
0.363274	-0.387759
0.282931	-0.239335
0.0868805	-0.274897
-0.0464984	-0.47338
-0.214562	-0.399057
-0.258118	-0.434691
-0.462791	-0.190167
-0.354682	-0.198621
-0.323871	-0.109195
-0.285089	0.0338012
-0.348941	0.103789
